,rock_name,long,lat,SiO2n,TiO2n,Al2O3n,FeOn,MnOn,MgOn,CaOn,Na2On,K2On,P2O5n
1209,Basaltic andesite,-122.548,45.959,52.95,0.89,18.88,7.52,0.13,5.83,10.0,2.71,0.92,0.16
1210,Diorite,-122.599,45.973,54.53,1.17,17.73,8.32,0.14,4.76,9.13,3.24,0.78,0.19
1211,Basaltic andesite dike,-122.62,45.9,54.8,1.36,16.45,9.33,0.17,4.81,9.24,3.19,0.42,0.22
1212,Microdiorite,-122.552,45.938,55.13,0.96,17.97,7.59,0.14,5.32,8.9,3.07,0.76,0.15
1213,Microdiorite,-122.616,45.916,54.98,0.99,18.17,7.33,0.17,5.29,9.02,3.16,0.73,0.16
1214,Microdiorite,-122.582,45.976,55.22,0.79,19.75,6.84,0.11,4.36,9.16,3.16,0.47,0.14
1215,Micro-quartz diorite,-122.586,45.925,57.73,1.25,17.76,8.17,0.16,2.36,7.41,4.11,0.86,0.2
1216,Micro-quartz diorite,-122.593,45.978,60.31,0.85,17.73,5.64,0.1,3.22,6.82,3.92,1.24,0.18
1217,Dacite dike,-122.608,45.989,64.14,1.16,15.54,6.45,0.14,1.65,4.59,5.28,0.74,0.32
1218,Dacite dike,-122.585,45.995,65.06,1.08,15.37,6.11,0.14,1.45,4.12,5.12,1.23,0.32
1219,Basaltic andesite,-122.506,45.88,53.48,0.91,19.21,7.25,0.15,4.91,10.16,2.85,0.91,0.15
1220,Andesite,-122.709,45.874,57.85,1.59,16.01,9.11,0.21,3.25,6.84,3.89,0.94,0.3
1221,Andesite,-122.704,45.87,60.24,1.44,16.48,7.44,0.17,2.74,5.54,3.91,1.72,0.33
1222,Andesite,-122.711,45.87,60.91,1.85,15.32,8.23,0.19,2.28,4.96,4.2,1.6,0.46
1223,Andesite,-122.704,45.87,60.37,1.57,15.78,7.47,0.17,2.41,5.66,4.63,1.28,0.66
1224,Andesite,-122.705,45.874,62.56,1.42,15.41,7.0,0.1,2.27,4.71,4.58,1.61,0.34
1225,Dacite,-122.502,45.874,63.78,1.18,15.87,6.12,0.12,1.82,4.29,4.71,1.76,0.36
1226,Basaltic andesite,-122.6992,45.0,52.9,1.48,16.56,11.19,0.21,4.46,9.22,3.33,0.48,0.16
1227,Basaltic andesite,-122.6226,46.8603,54.86,1.76,16.42,8.81,0.16,4.53,8.58,3.45,1.07,0.35
1228,Basalt,-122.851,46.259,49.08,1.35,17.69,9.57,0.16,7.25,12.17,2.35,0.24,0.13
1229,Basalt,-122.784,46.286,47.13,1.12,14.17,9.67,0.16,12.53,11.91,1.74,0.98,0.59
1230,Basalt,-122.791,46.297,47.64,1.24,16.85,9.6,0.17,10.2,11.45,2.25,0.38,0.23
1231,Basalt,-122.794,46.279,47.66,1.1,13.99,8.91,0.17,13.06,11.81,1.71,1.03,0.57
1232,Basalt,-122.757,46.285,47.77,1.21,15.59,9.27,0.16,10.7,11.71,2.24,0.89,0.46
1233,Basalt,-122.772,46.276,47.95,1.08,14.15,8.88,0.17,12.07,11.86,2.17,1.08,0.59
1234,Basalt,-122.772,46.279,48.36,1.16,15.01,9.06,0.16,11.26,11.43,2.3,0.78,0.48
1235,Basalt,-122.789,46.283,48.39,1.16,14.72,9.1,0.17,11.61,11.4,2.02,0.91,0.52
1236,Basalt,-122.766,46.26,48.12,1.32,16.46,9.82,0.17,9.7,11.42,2.32,0.45,0.22
1237,Basalt,-122.755,46.268,48.68,1.29,15.96,9.54,0.16,10.4,10.83,2.34,0.48,0.32
1238,Basalt,-122.767,46.282,48.71,1.16,14.84,9.12,0.17,11.5,11.18,1.93,0.88,0.51
1239,Basalt,-122.771,46.268,49.88,1.32,16.28,9.59,0.16,8.86,10.65,2.57,0.42,0.27
1240,Basalt,-122.757,46.274,51.01,1.52,16.25,9.71,0.15,7.76,9.89,2.8,0.51,0.4
1241,Basalt,-122.866,46.288,51.64,1.81,18.4,9.75,0.15,4.08,9.98,3.37,0.58,0.24
1242,Basalt,-122.858,46.305,51.7,1.8,18.35,9.55,0.16,4.27,9.79,3.52,0.6,0.26
1243,Basaltic andesite,-122.875,46.27,52.15,1.85,18.85,8.85,0.12,3.85,9.93,3.52,0.61,0.27
1244,Basaltic andesite,-122.817,46.333,52.42,2.04,16.51,10.89,0.18,4.45,8.84,3.72,0.68,0.27
1245,Basaltic andesite,-122.868,46.268,52.79,2.01,16.06,11.05,0.18,4.21,8.79,3.94,0.66,0.31
1246,Basaltic andesite,-122.852,46.269,52.41,2.09,16.55,10.85,0.17,4.36,8.92,3.68,0.69,0.28
1247,Basaltic andesite,-122.86,46.282,52.6,2.01,16.95,10.39,0.16,4.23,9.07,3.67,0.65,0.27
1248,Basaltic andesite,-122.873,46.27,52.54,1.77,16.05,10.34,0.18,5.03,9.84,3.46,0.52,0.27
1249,Basaltic andesite,-122.814,46.3045,52.93,1.81,18.7,9.01,0.16,3.41,9.32,3.7,0.67,0.29
1250,Basaltic andesite,-122.8673,46.3045,52.9,2.02,16.11,11.14,0.16,4.4,8.36,3.89,0.74,0.28
1251,Basaltic andesite,-122.873,46.279,53.16,2.04,16.22,10.84,0.15,4.28,8.27,3.99,0.74,0.31
1252,Basaltic andesite,-122.801,46.2825,53.57,2.49,15.72,10.94,0.17,4.12,7.89,4.0,0.76,0.34
1253,Basaltic andesite,-122.7642,46.339,53.96,2.33,15.78,10.63,0.17,3.98,7.77,4.14,0.81,0.43
1254,Basaltic andesite,-122.872,46.334,54.34,2.27,16.71,9.75,0.14,3.49,7.83,4.12,0.85,0.5
1255,Basaltic andesite,-122.862,46.256,54.53,1.9,16.29,10.24,0.19,4.03,7.58,4.07,0.82,0.35
1256,Basaltic andesite,-122.8,46.261,54.3,1.98,16.81,10.0,0.15,3.67,8.13,3.89,0.78,0.29
1257,Basaltic andesite,-122.804,46.258,54.62,1.93,16.35,10.06,0.68,3.44,7.92,3.97,0.78,0.25
1258,Basaltic andesite,-122.813,46.254,54.53,2.65,15.74,10.33,0.16,3.91,7.21,4.22,0.85,0.4
1259,Basaltic andesite,-122.793,46.278,54.59,1.85,17.3,9.76,0.29,3.2,8.17,3.88,0.67,0.29
1260,Basaltic andesite,-122.841,46.265,54.99,1.84,16.65,9.53,0.17,3.74,8.05,3.93,0.81,0.29
1261,Basaltic andesite,-122.822,46.326,55.28,1.95,16.54,9.89,0.14,3.42,7.73,4.0,0.78,0.27
1262,Basaltic andesite,-122.839,46.253,55.36,1.98,16.86,9.59,0.14,3.47,7.31,4.08,0.87,0.34
1263,Basaltic andesite,-122.85,46.302,55.34,2.11,16.64,9.14,0.16,3.54,7.6,4.23,0.87,0.37
1264,Basaltic andesite,-122.845,46.257,55.43,2.19,16.01,9.94,0.15,3.86,6.86,4.24,0.93,0.39
1265,Basaltic andesite,-122.872,46.255,55.07,2.17,15.76,9.86,0.18,3.82,7.82,3.91,1.06,0.35
1266,Basaltic andesite,-122.787,46.251,55.35,2.0,16.56,9.54,0.14,3.34,7.82,4.08,0.86,0.31
1267,Basaltic andesite,-122.835,46.278,56.28,1.6,16.74,9.05,0.13,3.88,7.31,3.93,0.82,0.26
1268,Basaltic andesite,-122.873,46.257,56.27,1.87,16.46,9.01,0.18,3.36,7.46,3.81,1.23,0.35
1269,Basaltic andesite,-122.862,46.263,56.24,2.17,15.73,9.69,0.19,3.31,6.84,4.51,0.94,0.38
1270,Basaltic andesite,-122.849,46.334,56.71,2.14,15.96,9.12,0.2,3.36,6.08,4.78,1.1,0.55
1271,Basaltic andesite,-122.844,46.341,55.07,2.01,16.8,9.99,0.15,3.02,7.66,4.09,0.85,0.36
1272,Basaltic andesite,-122.86,46.27,55.1,1.24,18.74,7.22,0.12,3.82,9.48,3.48,0.53,0.27
1273,Andesite,-122.779,46.271,57.53,1.71,16.55,8.52,0.16,3.07,6.76,4.43,0.84,0.43
1274,Andesite,-122.78,46.318,57.93,1.74,16.68,8.51,0.14,2.57,6.61,4.54,0.84,0.44
1275,Andesite,-122.824,46.341,58.68,1.75,16.0,8.03,0.17,3.12,6.25,4.31,1.22,0.47
1276,Andesite,-122.814,46.361,59.59,1.11,16.84,6.21,0.12,3.75,7.04,3.49,1.61,0.24
1277,Dacite tuff,-122.851,46.259,63.92,0.97,18.17,5.97,0.06,2.44,4.47,2.64,1.2,0.16
1278,Diorite,-122.862,46.352,53.72,0.96,16.44,7.9,0.13,7.43,9.92,2.6,0.75,0.15
1279,Basalt,-121.741,46.2773,50.59,1.13,18.69,9.58,0.19,5.94,10.84,2.54,0.31,0.19
1280,Basalt,-121.7165,46.2572,50.83,1.19,19.36,8.38,0.22,5.82,10.87,2.7,0.43,0.2
1281,Basalt,-121.7228,46.2828,51.08,1.24,21.04,7.6,0.22,4.63,9.91,3.12,0.92,0.24
1282,Basalt,-121.6547,46.2522,51.75,1.05,17.48,9.02,0.17,6.09,11.08,2.35,0.82,0.19
1283,Basaltic andesite intrusion,-121.7138,46.2978,52.32,1.35,18.59,9.12,0.2,4.61,9.86,2.99,0.71,0.24
1284,Basaltic andesite,-121.7165,46.2888,52.44,1.34,18.9,8.23,0.17,5.18,9.99,2.71,0.82,0.22
1285,Basaltic andesite intrusion,-121.6892,46.3307,52.45,2.14,17.05,11.66,0.28,3.27,8.34,4.25,0.17,0.39
1286,Basaltic andesite intrusion,-121.7042,46.2972,53.24,1.61,17.82,9.87,0.22,4.43,9.02,3.16,0.33,0.3
1287,Basaltic andesite,-121.6783,46.354,53.29,1.19,18.72,8.82,0.16,3.95,9.2,3.63,0.83,0.21
1288,Basaltic andesite,-121.7365,46.3438,53.96,1.4,19.12,8.68,0.15,3.22,8.77,3.63,0.86,0.21
1289,Basaltic andesite intrusion,-121.7325,46.332,53.99,1.34,17.28,9.14,0.16,4.94,8.92,2.9,1.08,0.25
1290,Basaltic andesite intrusion,-121.6755,46.3275,54.55,1.64,16.18,10.44,0.19,4.21,8.31,3.6,0.64,0.24
1291,Basaltic andesite intrusion,-121.6852,46.2753,54.8,1.57,17.55,9.06,0.39,3.32,8.57,3.43,1.0,0.31
1292,Basaltic andesite,-121.721,46.2797,54.84,1.27,18.89,7.87,0.14,3.51,9.02,3.33,0.84,0.29
1293,Basaltic andesite intrusion,-121.6752,46.2917,54.9,1.59,17.85,8.73,0.12,2.91,8.9,3.36,1.31,0.33
1294,Basaltic andesite intrusion,-121.7105,46.3088,55.91,1.25,17.64,8.37,0.15,3.66,8.62,3.23,0.92,0.25
1295,Basaltic andesite intrusion,-121.7393,46.3363,56.03,1.99,17.24,9.31,0.25,3.62,3.84,5.8,1.56,0.36
1296,Basaltic andesite intrusion,-121.7403,46.2613,56.33,1.61,16.31,9.3,0.18,3.63,7.42,3.97,0.91,0.34
1297,Basaltic andesite,-121.6877,46.3193,56.7,1.51,17.58,8.55,0.18,3.41,6.29,4.59,0.92,0.27
1298,Basaltic andesite,-121.7297,46.2563,56.74,1.08,17.67,7.72,0.15,4.02,7.73,3.28,1.4,0.21
1299,Andesite intrusion,-121.7452,46.3083,57.09,0.93,20.98,5.66,0.12,1.71,7.95,4.28,1.0,0.28
1300,Andesite,-121.7458,46.2543,57.17,1.4,17.57,7.89,0.33,3.1,7.0,3.92,1.36,0.26
1301,Andesite intrusion,-121.7272,46.2558,57.36,1.39,16.61,8.54,0.14,3.68,6.83,3.62,1.52,0.32
1302,Andesite intrusion,-121.6727,46.3207,57.46,1.44,16.88,8.27,0.16,3.46,7.37,3.66,1.06,0.24
1303,Andesite intrusion,-121.7305,46.2637,57.49,1.57,16.67,8.77,0.17,2.76,7.04,4.13,1.1,0.3
1304,Andesite,-121.6363,46.3577,58.04,1.12,17.64,6.36,0.1,3.85,7.55,3.47,1.54,0.33
1305,Andesite,-121.6367,46.2713,58.75,1.09,17.18,6.98,0.12,3.44,6.65,3.72,1.78,0.29
1306,Andesite,-121.6693,46.3523,59.22,1.52,17.02,7.68,0.13,2.89,7.17,3.23,0.85,0.29
1307,Andesite,-121.719,46.37,59.25,1.95,15.26,9.3,0.19,2.99,4.59,4.14,1.89,0.45
1308,Andesite intrusion,-121.6825,46.3083,59.49,1.45,16.63,8.03,0.21,2.73,4.33,4.98,1.77,0.38
1309,Andesite,-121.7005,46.2708,59.78,1.4,16.72,7.4,0.23,2.32,5.72,4.59,1.32,0.52
1310,Dacite sill,-121.7002,46.3097,60.05,1.2,16.82,6.99,0.14,2.71,4.98,4.6,2.19,0.32
1311,Andesite,-121.6395,46.3678,60.33,0.9,18.27,5.76,0.09,2.82,5.25,5.13,1.19,0.26
1312,Andesite,-121.7032,46.273,60.5,0.99,16.75,6.8,0.12,3.03,6.04,3.8,1.71,0.26
1313,Andesite intrusion,-121.7293,46.261,60.54,1.42,16.13,7.35,0.19,2.34,5.49,4.79,1.08,0.67
1314,Andesite,-121.702,46.2645,60.67,0.99,16.69,6.68,0.12,3.12,5.88,3.8,1.78,0.27
1315,Andesite,-121.6277,46.2558,61.04,0.84,17.09,6.36,0.13,2.68,6.08,3.68,1.9,0.2
1316,Andesite,-121.6737,46.276,61.2,1.02,16.29,6.74,0.12,2.94,5.71,3.82,1.82,0.34
1317,Andesite,-121.6935,46.2503,61.22,0.97,16.53,6.29,0.12,2.72,6.23,3.76,1.89,0.27
1318,Diorite,-121.6378,46.3415,62.29,0.76,17.22,5.03,0.09,3.12,6.22,3.83,1.24,0.2
1319,Diorite,-121.7325,46.332,62.53,0.88,17.7,5.27,0.1,2.01,6.75,4.31,0.2,0.25
1320,Andesite,-121.7398,46.2613,62.58,0.93,16.39,6.05,0.1,2.18,5.4,3.7,2.45,0.22
1321,Andesite intrusion,-121.7108,46.3103,62.78,1.51,15.35,7.25,0.27,2.23,3.35,6.03,0.61,0.62
1322,Diorite,-121.6678,46.3512,63.47,0.73,16.76,4.71,0.09,3.09,5.17,3.99,1.8,0.19
1323,Diorite,-121.668,46.3167,64.27,0.71,17.25,4.59,0.08,2.24,5.15,4.15,1.36,0.2
1324,Dacite,-121.686,46.2687,64.43,1.01,15.75,5.94,0.17,1.67,3.97,4.96,1.72,0.38
1325,Dacite,-121.6855,46.2733,64.98,1.04,15.9,6.17,0.14,1.64,3.9,4.3,1.61,0.32
1326,Diorite,-121.7055,46.3302,65.07,0.66,16.79,4.28,0.07,2.4,4.76,4.16,1.63,0.18
1327,Dacite sill,-121.7053,46.318,65.19,0.91,16.22,5.64,0.13,1.41,3.65,4.73,1.82,0.3
1328,Dacite,-121.6967,46.2595,65.28,1.01,15.81,5.6,0.14,0.98,3.72,5.03,2.06,0.37
1329,Dacite intrusion,-121.7193,46.278,65.71,0.91,15.29,6.08,0.13,1.67,3.12,4.81,1.98,0.3
1330,Dacite sill,-121.7132,46.3203,66.01,0.86,15.78,5.31,0.15,1.35,3.58,4.9,1.77,0.29
1331,Dacite sill,-121.6963,46.2937,67.61,0.61,15.68,4.74,0.16,0.94,2.23,5.68,2.14,0.21
1332,Dacite sill,-121.7383,46.3388,67.8,0.62,15.67,4.4,0.13,0.81,3.61,4.71,2.06,0.19
1333,Dacite,-121.6593,46.3653,68.16,0.48,16.21,3.52,0.07,1.32,4.83,3.26,1.97,0.17
1334,Dacite sill,-121.7297,46.3305,68.32,0.61,15.54,4.49,0.12,0.87,2.26,5.56,2.03,0.19
1335,Dacite,-121.627,46.2725,69.48,0.53,15.18,3.81,0.07,0.75,2.48,4.62,2.94,0.14
1336,Dacite sill,-121.7188,46.319,69.71,0.6,15.3,4.27,0.12,0.77,1.37,5.11,2.57,0.18
1337,Rhyolite sill,-121.7033,46.3213,70.33,0.45,15.27,3.72,0.09,0.58,0.76,6.2,2.47,0.13
1338,Rhyolite,-121.6475,46.2763,70.64,0.73,14.09,5.11,0.06,0.3,3.03,3.1,2.73,0.21
1339,Rhyolite,-121.6398,46.2745,70.75,0.51,15.25,3.3,0.03,0.17,2.25,4.65,2.94,0.15
1340,Rhyolite intrusion,-121.6863,46.3257,72.45,0.26,15.18,2.6,0.06,0.4,2.07,4.37,2.52,0.09
1341,Rhyolite intrusion,-121.6338,46.2713,72.81,0.5,14.83,1.9,0.02,0.17,2.13,4.53,2.96,0.15
1342,Rhyolite intrusion,-121.683,46.3242,73.01,0.28,15.16,2.51,0.06,0.17,2.58,3.66,2.48,0.09
1343,Rhyolite intrusion,-121.732,46.3398,75.45,0.12,14.32,1.16,0.07,0.26,1.33,4.39,2.81,0.09
1344,Rhyolite intrusion,-121.74,46.3455,75.59,0.12,14.31,1.19,0.06,0.25,1.01,4.52,2.86,0.09
1345,Rhyolite intrusion,-121.6938,46.3335,75.7,0.12,14.45,1.26,0.04,0.25,0.34,4.74,3.02,0.08
1346,Rhyolite intrusion,-121.7447,46.3605,75.83,0.13,14.61,1.43,0.06,0.25,0.24,4.9,2.46,0.09
1347,Rhyolite intrusion,-121.7242,46.3558,77.03,0.11,14.11,1.1,0.04,0.15,0.11,4.6,2.67,0.08
1348,Rhyolite intrusion,-121.6907,46.3228,77.03,0.17,15.38,1.88,0.06,0.1,0.1,2.16,3.03,0.09
1349,Basalt,-121.9625,46.3078,50.33,0.94,19.1,8.78,0.18,6.46,11.09,2.48,0.5,0.12
1350,Basalt,-121.967,46.3202,50.81,0.95,19.14,8.82,0.14,6.63,10.39,2.45,0.55,0.12
1351,Gabbro,-121.8743,46.2877,51.07,1.13,18.55,9.14,0.16,5.82,11.01,2.57,0.42,0.13
1352,Basaltic andesite,-121.8735,46.3219,52.16,1.36,18.51,9.8,0.25,4.9,9.04,3.34,0.41,0.22
1353,Breccia,-121.912,46.3555,52.56,1.32,19.27,9.15,0.19,3.91,9.19,3.35,0.87,0.2
1354,Basaltic andesite intrusion,-121.9062,46.3347,53.07,1.24,18.92,8.94,0.16,4.46,9.51,3.09,0.44,0.17
1355,Basaltic andesite,-121.9117,46.323,53.09,1.34,18.76,8.32,0.34,3.21,9.78,3.74,1.18,0.24
1356,Basaltic andesite,-121.8795,46.3345,53.7,1.68,16.81,10.37,0.17,3.96,8.88,3.36,0.83,0.25
1357,Basaltic andesite,-121.9647,46.2771,54.01,1.78,16.2,10.82,0.17,4.2,8.22,3.46,0.9,0.23
1358,Basaltic andesite,-121.9257,46.2865,54.1,1.8,15.95,10.87,0.2,4.09,8.39,3.49,0.89,0.23
1359,Basaltic andesite intrusion,-121.9255,46.3578,54.46,1.65,17.63,9.66,0.19,3.61,8.22,3.54,0.74,0.31
1360,Basaltic andesite,-122.0,46.26,55.34,1.23,17.25,8.28,0.14,4.93,8.62,3.18,0.77,0.25
1361,Basaltic andesite,-121.8778,46.353,55.42,1.66,17.35,9.14,0.15,3.22,8.41,3.65,0.69,0.3
1362,Basaltic andesite intrusion,-121.9935,46.3297,55.48,1.14,17.36,8.17,0.14,4.39,8.94,3.16,1.03,0.18
1363,Basaltic andesite,-121.8785,46.3552,55.57,1.67,17.33,9.0,0.17,2.69,8.29,3.46,1.52,0.3
1364,Basaltic andesite,-121.8801,46.3725,55.7,1.09,17.43,8.27,0.14,4.54,8.42,3.3,0.95,0.17
1365,Basaltic andesite,-121.9397,46.3407,55.86,1.86,15.97,9.94,0.17,3.52,7.59,3.45,1.31,0.33
1366,Basaltic andesite intrusion,-121.9772,46.2607,55.83,1.37,17.19,9.83,0.21,3.42,6.92,4.04,0.95,0.25
1367,Basaltic andesite,-121.9697,46.3287,55.88,1.11,17.17,8.31,0.17,4.41,9.64,2.88,0.23,0.2
1368,Andesite,-121.942,46.353,56.16,1.18,18.72,8.11,0.19,2.77,7.91,3.88,0.9,0.18
1369,Basaltic andesite,-121.8785,46.373,56.04,1.68,17.05,9.4,0.15,3.02,7.26,3.64,1.48,0.29
1370,Basaltic andesite,-121.9352,46.3592,56.29,1.57,17.07,9.02,0.15,3.08,7.64,3.91,0.96,0.31
1371,Basaltic andesite,-121.9677,46.3547,56.28,0.99,16.24,7.88,0.19,5.05,9.34,2.84,1.01,0.18
1372,Basaltic andesite,-121.9683,46.2883,56.46,1.38,17.05,8.47,0.21,3.22,8.01,3.68,1.25,0.28
1373,Basaltic andesite,-122.0038,46.3612,56.52,0.84,16.64,7.85,0.13,5.18,8.63,3.15,0.81,0.25
1374,Basaltic andesite,-121.9642,46.3485,56.89,1.0,16.18,7.93,0.13,5.1,8.94,2.53,1.12,0.18
1375,Andesite,-121.917,46.3255,57.16,1.92,15.56,9.74,0.21,2.96,6.8,3.7,1.59,0.36
1376,Andesite,-121.9828,46.3358,57.25,1.09,16.5,7.85,0.14,4.56,8.3,2.98,1.12,0.19
1377,Andesite,-121.9075,46.3221,57.38,1.68,16.61,9.0,0.22,2.77,6.49,4.28,1.26,0.3
1378,Andesite,-121.9137,46.3243,57.92,2.02,15.7,9.19,0.22,2.74,6.26,4.15,1.4,0.4
1379,Andesite,-121.8775,46.2707,58.2,1.07,18.58,6.95,0.12,2.67,7.16,3.9,1.03,0.33
1380,Andesite,-121.9175,46.295,58.28,1.33,20.04,5.06,0.17,1.76,8.81,3.37,0.98,0.21
1381,Andesite,-121.955,46.3023,58.53,1.36,16.46,8.13,0.15,2.97,6.77,4.33,0.97,0.34
1382,Andesite intrusion,-121.923,46.3288,59.52,1.25,17.47,7.2,0.15,2.21,6.57,4.16,1.19,0.26
1383,Andesite,-121.9166,46.3253,59.63,1.26,17.88,6.94,0.18,1.34,6.98,4.23,1.3,0.27
1384,Andesite intrusion,-121.9153,46.3249,59.78,1.28,17.73,7.26,0.18,1.48,6.64,4.11,1.28,0.27
1385,Breccia,-121.925,46.3291,60.05,1.05,18.07,6.06,0.14,2.74,6.54,3.87,1.28,0.2
1386,Andesite,-121.945,46.3073,61.54,1.55,15.16,8.32,0.15,1.88,4.67,4.46,1.86,0.42
1387,Andesite,-121.8757,46.35,61.45,1.47,15.31,8.42,0.18,1.63,4.92,4.28,1.95,0.38
1388,Andesite,-121.8767,46.3505,62.04,1.37,15.59,7.74,0.17,2.0,4.63,4.48,1.6,0.38
1389,Dacite,-121.8878,46.3677,62.18,0.86,17.15,6.13,0.14,1.88,5.33,4.54,1.57,0.21
1390,Dacite intrusion,-121.8842,46.349,62.66,0.69,17.77,5.12,0.07,2.52,5.12,4.6,1.28,0.17
1391,Andesite,-121.9967,46.3257,62.97,1.15,15.25,7.84,0.15,2.19,5.53,3.97,0.64,0.32
1392,Dacite intrusion,-121.8902,46.3472,63.13,0.71,16.74,5.07,0.08,3.09,4.35,4.71,1.92,0.19
1393,Dacite intrusion,-121.8757,46.347,63.3,0.69,17.51,5.08,0.09,2.51,4.43,5.09,1.13,0.17
1394,Dacite intrusion,-121.943,46.253,63.84,0.91,16.19,6.03,0.18,1.97,4.42,4.46,1.68,0.31
1395,Dacite,-121.9392,46.3387,64.67,1.26,14.44,7.06,0.12,1.46,4.54,3.71,2.4,0.33
1396,Dacite tuff,-121.9117,46.368,67.41,0.85,15.35,4.65,0.15,0.81,2.94,4.74,2.88,0.2
1397,Dacite tuff,-121.978,46.3253,67.24,0.79,14.94,5.91,0.12,1.26,6.1,2.25,1.2,0.19
1398,Dacite tuff,-121.8825,46.3517,67.46,0.72,16.45,5.4,0.08,1.83,5.98,1.01,0.93,0.13
1399,Dacite tuff,-121.9062,46.3487,68.12,0.71,15.33,4.64,0.1,1.2,3.77,4.1,1.88,0.15
1400,Dacite tuff,-121.9448,46.36,68.26,0.71,15.4,4.49,0.09,1.13,3.53,4.36,1.9,0.14
1401,Dacite tuff,-121.9252,46.3692,68.28,0.87,15.02,4.85,0.11,1.18,4.03,4.15,1.31,0.2
1402,Dacite tuff,-121.9138,46.3375,68.65,0.67,15.07,4.34,0.09,0.96,3.19,4.38,2.5,0.14
1403,Dacite tuff,-121.9307,46.3393,69.1,0.76,14.51,4.86,0.09,0.76,2.56,4.63,2.58,0.16
1404,Dacite tuff,-121.946,46.3443,69.12,0.8,14.14,5.33,0.08,0.89,1.24,4.9,3.33,0.18
1405,Dacite tuff,-121.883,46.3704,69.24,0.8,14.77,4.51,0.07,0.84,2.2,4.61,2.78,0.18
1406,Dacite intrusion,-121.9787,46.3375,69.3,0.48,15.69,3.34,0.06,1.37,3.15,3.31,3.19,0.1
1407,Dacite,-121.9355,46.2762,69.7,0.6,15.93,4.62,0.06,0.1,2.34,4.55,1.86,0.24
1408,Dacite tuff,-121.8803,46.358,70.15,0.79,14.48,4.01,0.08,0.59,2.33,4.85,2.53,0.18
1409,Rhyolite,-121.9772,46.3203,71.55,0.44,14.21,3.74,0.05,0.62,1.7,4.22,3.38,0.08
1410,Rhyolite,-121.9997,46.3533,72.69,0.63,13.82,4.22,0.02,0.27,0.79,4.31,3.1,0.14
1411,Rhyolite,-121.986,46.3458,76.69,0.57,12.04,4.94,0.08,0.22,0.46,3.93,0.94,0.12
1412,Basalt,-121.945,46.4403,51.96,1.59,19.25,9.72,0.17,3.73,9.94,3.21,0.23,0.21
1413,Basaltic andesite,-121.9998,46.4677,52.34,0.96,21.04,7.73,0.15,3.66,10.77,2.85,0.36,0.14
1414,Basaltic andesite,-121.9894,46.4777,52.5,1.14,18.49,8.77,0.17,5.21,9.74,3.06,0.69,0.2
1415,Basaltic andesite,-121.9412,46.4315,53.15,1.07,16.86,9.29,0.19,6.48,8.61,3.5,0.64,0.23
1416,Basaltic andesite,-121.9397,46.4224,53.35,1.38,17.96,9.36,0.27,4.38,8.39,3.45,1.21,0.25
1417,Basaltic andesite,-121.9043,46.4633,54.02,1.62,17.17,9.84,0.17,3.85,9.14,3.43,0.48,0.27
1418,Basaltic andesite,-121.9682,46.4755,54.87,1.17,18.83,7.77,0.16,4.2,8.43,3.69,0.66,0.23
1419,Basaltic andesite,-121.8808,46.411,55.46,1.32,16.24,9.58,0.16,4.76,8.46,3.1,0.72,0.19
1420,Andesite,-121.9897,46.3896,55.54,1.67,17.14,10.06,0.2,2.99,7.37,3.61,1.14,0.29
1421,Basaltic andesite,-121.8765,46.4097,55.66,1.2,16.62,9.12,0.2,4.63,8.65,2.84,0.86,0.21
1422,Basaltic andesite,-121.9652,46.4244,56.18,0.99,16.45,8.12,0.16,5.79,8.11,3.0,1.03,0.17
1423,Basaltic andesite,-121.9678,46.3925,56.3,0.93,17.09,7.73,0.13,4.84,8.89,2.98,0.97,0.14
1424,Basaltic andesite,-121.9935,46.4683,56.54,1.02,18.1,7.52,0.14,4.09,7.98,3.27,1.12,0.21
1425,Basaltic andesite,-121.9648,46.3848,56.48,1.29,18.83,8.04,0.19,3.57,6.62,4.06,0.65,0.27
1426,Basaltic andesite,-121.9299,46.4847,56.87,1.1,17.46,7.75,0.13,3.98,8.03,3.57,0.92,0.18
1427,Andesite,-121.9465,46.404,57.37,1.25,17.31,7.91,0.11,3.38,7.56,3.48,1.41,0.2
1428,Andesite,-121.9533,46.3815,57.72,1.2,16.39,8.0,0.13,4.14,7.77,3.09,1.31,0.23
1429,Andesite,-121.9555,46.3902,57.8,1.18,17.24,7.83,0.1,3.51,7.2,3.41,1.53,0.21
1430,Andesite,-121.9513,46.3963,57.78,1.28,16.46,8.13,0.19,3.73,7.21,3.42,1.55,0.25
1431,Andesite,-121.94,46.4208,58.04,1.33,17.2,8.19,0.13,2.97,6.86,3.89,1.13,0.27
1432,Andesite intrusion,-121.8863,46.3823,58.26,1.03,17.56,7.26,0.12,3.72,7.31,3.41,1.16,0.17
1433,Andesite,-121.9938,46.3873,59.34,1.66,16.17,8.1,0.16,2.56,6.0,4.19,1.29,0.53
1434,Andesite,-121.9098,46.4038,59.34,1.7,15.68,9.06,0.2,2.6,6.5,3.38,1.21,0.33
1435,Andesite,-121.94,46.424,59.74,1.33,16.42,7.88,0.15,2.67,6.08,4.0,1.4,0.33
1436,Andesite,-121.963,46.3845,60.8,1.07,16.48,7.03,0.1,2.92,6.28,3.39,1.7,0.23
1437,Andesite,-121.9547,46.3852,61.73,1.21,16.44,6.76,0.13,2.24,5.8,3.57,1.85,0.26
